EOS,Affinity,Smile
EOS275,-7.356,CCCn1c(N2CCN(C(=O)COC)CC2)nc2sc3c(c2c1=O)CCCC3
EOS276,-6.741,CCOCC(=O)N1CCN(c2nc3sc4c(c3c(=O)n2CC(C)C)CCCC4)CC1
EOS277,-8.263,O=C(c1cc(F)ccc1-n1cnnn1)N1CCc2ccccc2C1
EOS278,-7.404,NS(=O)(=O)c1ccc(NC(=O)c2cc(F)ccc2-n2cnnn2)cc1
EOS279,-7.446,COc1cccc(N2C(=O)CN(CCC3=CCCCC3)[C@H]3CS(=O)(=O)C[C@H]32)c1
EOS280,-7.37,COc1cccc(N2C(=O)CN(CCc3ccc(F)cc3)[C@H]3CS(=O)(=O)C[C@H]32)c1
EOS281,-7.055,COc1cccc(N2C(=O)CN(CCC(C)C)[C@H]3CS(=O)(=O)C[C@H]32)c1
EOS282,-7.221,CC(=O)Nc1ccc2c(c1)N(C(=O)c1cccnc1)CCC2
EOS283,-6.563,CC(C)C(=O)Nc1ccc2c(c1)N(C(=O)c1cccnc1)CCC2
EOS284,-7.165,O=C(Nc1ccc2c(c1)N(C(=O)c1cccnc1)CCC2)C1CC1
EOS285,-6.861,CCCCC(=O)Nc1ccc2c(c1)N(C(=O)c1cccnc1)CCC2
EOS286,-7.255,CC(C)CC(=O)Nc1ccc2c(c1)N(C(=O)c1cccnc1)CCC2
EOS287,-8.006,O=C(CNC(=O)c1ccccc1)Nc1ccc2c(c1)CCN2C(=O)c1cccnc1
EOS288,-8.238,O=C(c1cccnc1)N1CCc2cc(NS(=O)(=O)c3ccc4c(c3)OCO4)ccc21
EOS289,-7.802,O=C(CNC(=O)c1ccccc1)Nc1ccc2c(c1)N(C(=O)c1cccnc1)CC2
EOS290,-7.561,CS(=O)(=O)N1CCc2cc(NS(=O)(=O)c3ccc(N4CCCC4=O)cc3)ccc21
EOS291,-7.97,CS(=O)(=O)N1CCc2cc(NS(=O)(=O)c3ccc(N4C(=O)CCC4=O)cc3)ccc21
EOS292,-7.764,CS(=O)(=O)N1CCc2cc(NS(=O)(=O)c3ccc4c(c3)CC(=O)N4)ccc21
EOS293,-7.318,CS(=O)(=O)N1CCc2ccc(NS(=O)(=O)Cc3ccc(F)cc3)cc21
EOS294,-7.058,CS(=O)(=O)N1CCc2ccc(NS(=O)(=O)Cc3ccccc3Cl)cc21
EOS295,-6.91,CS(=O)(=O)N1CCc2ccc(NS(=O)(=O)Cc3ccc(Cl)cc3)cc21
EOS296,-7.231,O=C(c1ccc(Cl)c(N2CCCCS2(=O)=O)c1)N1CCCC1
EOS297,-6.72,CN1CCN(C(=O)c2ccc(Cl)c(N3CCCCS3(=O)=O)c2)CC1
EOS298,-7.052,CCN1CCN(C(=O)c2ccc(Cl)c(N3CCCCS3(=O)=O)c2)CC1
EOS299,-7.192,CC(=O)N1CCN(C(=O)c2ccc(Cl)c(N3CCCCS3(=O)=O)c2)CC1
EOS300,-6.051,COCCNC(=O)c1cc(N2CCCCS2(=O)=O)ccc1Cl
EOS301,-6.051,COCCCNC(=O)c1cc(N2CCCCS2(=O)=O)ccc1Cl
EOS302,-6.447,CN(C)CCNC(=O)c1cc(N2CCCCS2(=O)=O)ccc1Cl
EOS303,-7.556,O=C(NCc1ccncc1)c1cc(N2CCCCS2(=O)=O)ccc1Cl
EOS304,-6.473,CC(C)(C)NC(=O)c1cc(N2CCCCS2(=O)=O)ccc1Cl
EOS305,-6.615,CC(C)CCNC(=O)c1cc(N2CCCCS2(=O)=O)ccc1Cl
EOS306,-7.385,COc1cccc(Nc2nc(N3CCOCC3)nc3c2cnn3C)c1
EOS307,-7.343,COc1ccc(C(=O)Cn2cnc3sc(C(N)=O)c(C)c3c2=O)c(OC)c1
EOS308,-7.32,COc1ccc(CCN2CC(=O)N(c3cccc(OC)c3)[C@@H]3CS(=O)(=O)C[C@@H]32)cc1
EOS309,-7.16,COc1ccc(OCCN2CC(=O)N(c3cccc(OC)c3)[C@@H]3CS(=O)(=O)C[C@@H]32)cc1
EOS310,-7.802,Cc1cc(NC(=O)[C@H](Cc2ccccc2)NS(=O)(=O)c2c(C)noc2C)no1
EOS311,-6.115,CC(=O)N1CCC[C@H]1C(=O)Nc1cc(C)on1
EOS312,-6.458,Cc1cc(NC(=O)[C@@H]2CCCN2S(C)(=O)=O)no1
EOS313,-6.683,CC(C)CNC(=O)c1cccc(N2CCCCS2(=O)=O)c1
EOS314,-6.782,CC(C)(C)NC(=O)c1cccc(N2CCCCS2(=O)=O)c1
EOS315,-6.596,CC(C)CCNC(=O)c1cccc(N2CCCCS2(=O)=O)c1
EOS316,-7.451,O=C(Nc1ccccc1)c1cccc(N2CCCCS2(=O)=O)c1
EOS317,-8.34,O=C(c1cccc(N2CCCCS2(=O)=O)c1)N1CCc2ccccc21
EOS318,-7.507,O=C(Nc1ccccc1F)c1cccc(N2CCCCS2(=O)=O)c1
EOS319,-7.199,O=C(Nc1ccc(F)cc1)c1cccc(N2CCCCS2(=O)=O)c1
EOS320,-7.059,COc1ccc(NC(=O)c2cccc(N3CCCCS3(=O)=O)c2)cc1
EOS321,-6.955,COc1ccc(NC(=O)c2cccc(N3CCCCS3(=O)=O)c2)cc1OC
EOS322,-7.375,CC(=O)c1ccc(NC(=O)c2cccc(N3CCCCS3(=O)=O)c2)cc1
EOS323,-7.399,O=C(Nc1ccccc1N1CCOCC1)c1cccc(N2CCCCS2(=O)=O)c1
EOS324,-8.151,O=C(Nc1ccc2c(c1)OCCO2)c1cccc(N2CCCCS2(=O)=O)c1
EOS540,-7.054,CCc1nn(CC(=O)NCc2cccs2)c(=O)c2cc3occc3n12
EOS541,-7.319,COc1ccccc1CNC(=O)C(C)n1nc(C)n2c(cc3occc32)c1=O
EOS542,-7.023,COCCNC(=O)Cn1ncc2c(C)n(Cc3ccccc3F)c(C)c2c1=O
EOS543,-6.978,COc1ccc(OC)c(S(=O)(=O)NCc2nc(N)n(S(=O)(=O)c3cc(OC)ccc3OC)n2)c1
EOS544,-7.21,Cc1cccc(-n2c(=O)[nH]c3c(C(N)=O)nc(C(C)C)nc32)c1
EOS545,-7.153,O=C(Cn1c(=O)oc2cc(S(=O)(=O)N3CCCC3)ccc21)Nc1nccs1
EOS546,-7.476,CC(C(=O)N1CCc2nc[nH]c(=O)c2CC1)c1ccccc1
EOS547,-7.36,COc1cccc(C(=O)N2CCCC2Cc2noc(-c3cnccn3)n2)c1C
EOS548,-7.218,COc1cc(OC)cc(C(=O)N2CCCC(OCc3noc(-c4ccoc4)n3)C2)c1
EOS549,-7.452,Cc1cc(C)n(CCC(=O)NC2CCN(c3ccc(=O)[nH]n3)C2)n1
EOS910,-7.069,COc1cccc(NC2c3ncccc3C(=O)N2Cc2ccco2)c1
EOS911,-7.49,CC(=O)Nc1cc(C)ccc1OCc1cc(=O)n2c3c(sc2n1)CCCC3
EOS912,-6.119,CCCS(=O)(=O)NCc1ccc2c(c1)CCN2C(=O)CC(C)C
EOS913,-6.557,Cc1ccccc1C(=O)CC1(O)C(=O)Nc2ccc(Br)cc21
EOS914,-6.977,CCCCC(=O)NCc1nc2cccnc2n1Cc1cccc(OC)c1
EOS915,-7.098,CCCCNC(=O)CCc1c(C)n(C)c2cc(-c3cc(OC)c(OC)c(OC)c3)nn2c1=O
EOS1017,-7.063,CCOc1cccc2cc(C(=O)Nc3nccs3)c(=O)oc12
EOS1018,-5.31,CCOCCCNC(=O)CCCn1c(=O)[nH]c2cc(OCC)c(OCC)cc2c1=O
EOS1019,-7.406,O=C(CCCCn1c(=O)[nH]c2ccccc2c1=O)NC1CCCCCC1
EOS1020,-5.984,CCCC(=O)c1cc2cc(Cl)ccc2oc1=O
EOS1021,-7.556,Cc1ncc(CO)c2cc(C(N)=O)/c(=N/c3ccccc3)oc12
EOS1022,-6.726,CN1CCN(CCCNC(=O)c2ccc(NC3=NC4CS(=O)(=O)CC4S3)cc2)CC1
EOS1023,-6.774,COc1ccccc1N1C(=O)Nc2ccccc2S1(=O)=O
EOS1024,-6.86,CCN(CC)C(=O)CN1C(=O)N(c2ccc(C)c(F)c2)S(=O)(=O)c2ccccc21
EOS1025,-7.079,CCOc1ccc(NC(=O)CSC2=NS(=O)(=O)c3ccccc3N2CC)cc1
EOS1026,-7.345,O=S1(=O)N=C(NCc2ccc3c(c2)OCO3)Nc2ccccc21
EOS1027,-6.908,CCOCCCn1c(SCC(=O)NCC2CCCO2)nc2c(sc3ccccc32)c1=O
EOS1028,-7.221,CC(=O)NCCn1c(SCC(=O)NCc2ccco2)nc2ccccc2c1=O
EOS1029,-6.838,CCN(CC)C(=O)CSc1nc2cc3c(cc2c(=O)n1CCCC(=O)NCCc1ccc(OC)c(OC)c1)OCO3
EOS1030,-7.267,Cc1cccc(-n2ncc3c(N4CCCC4)ncnc32)c1
EOS1031,-6.68,COc1ccc(CCNc2ncnc3c2cnn3C)cc1OC
EOS1032,-7.322,Cc1ccc(Cl)cc1-n1ncc2c(NCCN3CCOCC3)ncnc21
EOS1033,-6.869,CCC(CC)C(=O)Nc1c2c(nn1-c1ccc(F)cc1)CS(=O)(=O)C2
EOS1034,-6.484,O=C1C2CCCCC2C(=O)N1c1ccc(F)cc1
EOS1035,-7.185,O=C1C2C3CCC(C3)C2C(=O)N1c1ccc(Cl)c(F)c1
EOS1036,-7.338,CCc1ccc(N(C)S(=O)(=O)c2ccc3[nH]cc(C(=O)NCCOC)c(=O)c3c2)cc1
EOS1037,-7.197,COc1cccc(NC(=O)CSc2nc3nc(C)cc(C)n3n2)c1
EOS1038,-7.371,COc1ccc(NC(=O)c2oc3ccc(S(=O)(=O)N4CCOCC4)cc3c2C)c(OC)c1
EOS1039,-7.526,COc1ccc(OC)c(CNC(=O)c2cc(=O)[nH]c3ccc(S(=O)(=O)N4CCCC4)cc23)c1
EOS1040,-7.13,CC1CC(C)CN(C(=O)CN2N=C(c3ccccc3)CCC2=O)C1
EOS1041,-7.149,CC1CC(C)CN(CCCNC(=O)Cn2nc(-c3ccc(Cl)cc3)ccc2=O)C1
EOS1042,-6.39,CCN(CC)CCCNC(=O)CN1N=C(c2ccc(OC)cc2)CCC1=O
EOS1043,-6.97,COc1ccc(C(=O)Nc2cc(C)ccc2C)c(OC)n1
EOS1044,-6.995,COc1ccc(OC)c(NC(=O)Cc2c[nH]c3ccccc23)c1
EOS1045,-7.451,CCCn1c(=O)c(C(=O)Nc2cccc(Br)c2)c(O)c2ccccc21
EOS1046,-8.512,Cc1nc2ccccc2c(=O)n1NC(=O)c1c(O)c2ccccc2n(C)c1=O
EOS1047,-8.013,COc1ccccc1N1CCN(C(=O)c2sc3ncn(CC(=O)N4CCC(C)CC4)c(=O)c3c2C)CC1
EOS1048,-6.433,CCCN(CCC)CCCNS(=O)(=O)c1cccc2nsnc12.Cl
EOS1049,-7.032,COc1ccc(C(=O)N2CC(=O)N(CCc3ccccc3)C(=O)C2)cc1OC
EOS1050,-7.784,COc1cc(NC(=O)C2CCN(S(=O)(=O)c3cccc4nonc34)CC2)cc(OC)c1
EOS1051,-7.923,O=C1c2cccnc2C(=O)N1Cc1ccc(S(=O)(=O)N2CCOc3ccccc32)s1
EOS1052,-7.096,COc1ccc(OC)c(CNS(=O)(=O)c2cc(CN3C(=O)c4cccnc4C3=O)ccc2OC)c1
EOS1053,-7.428,CC(=O)Nc1ccc(NC(=O)CCS(=O)(=O)c2cccc3nsnc23)cc1
EOS1054,-7.234,COc1ccc(Cl)cc1S(=O)(=O)N1CCN(CC(=O)Nc2ccc(S(N)(=O)=O)cc2)CC1
EOS1055,-7.709,O=C(CN1C(=O)C2C3C=CC(C3)C2C1=O)Nc1ccc(Br)cc1
EOS1056,-8.1,Cc1ccc(NC(=O)N2CCC(N3CCN(Cc4ccc(F)cc4)C3=O)CC2)cc1F
EOS1057,-7.503,CCC(=O)NCc1ccc2c(c1)N(C(=O)c1ccc(C)cc1)CC2
EOS1058,-6.748,COc1ccc(NC(=O)c2nnc(CNC(=O)NC(C)(C)C)s2)cc1
EOS1059,-6.994,COCC(=O)N1CCCC(c2nnc(C(=O)Nc3ccc(C)cc3)s2)C1
EOS1060,-6.788,COc1ccc2cc(C(=O)N3CCC(CC(=O)NC(C)C)CC3)[nH]c2c1
EOS1061,-7.047,CCOCCCNC(=O)C(C)C1CCN(C(=O)c2cc3cc(Cl)ccc3[nH]2)CC1
EOS1062,-6.617,CC(C)CCNC(=O)N(C)CCc1noc(C(=O)NCc2ccccc2)n1
EOS1063,-8.074,CCN1CCN(C(=O)c2ccc(OCc3nnc(C(=O)Nc4ccccc4F)s3)cc2)CC1
EOS1064,-7.102,Cc1csc(NC(=O)c2nn(-c3ccccc3)c3c(=O)n(C)cnc23)n1
EOS1065,-7.621,COc1ccc(CNC(=O)Cn2cccc(-c3nc(-c4ccc(OC)c(OC)c4)no3)c2=O)cc1
EOS1066,-8.016,COCCCn1c(=O)c2ccccc2n(Cc2nc(-c3ccc(F)cc3)no2)c1=O
EOS1067,-7.819,COc1cccc(-c2noc(CN3C(=O)COc4ccc(C)cc43)n2)c1OC
EOS1068,-7.07,Cc1cccc(-c2csc3c(=O)n(CC#N)cnc23)c1
EOS1069,-8.144,CC1(C)CC(=O)c2cn(-c3ccccc3)c(=O)c(C(=O)Nc3cccnc3)c2C1
EOS1070,-7.771,Cc1ccnc(N2CCC(C(=O)NCC3CCN(Cc4ccccc4F)CC3)CC2)n1
EOS1071,-8.497,COc1ccc(NC(=O)Cn2c3ccccc3n3c(=O)cc(-c4cccnc4)nc23)cc1OC
EOS1072,-7.559,COCCCNC(=O)C1CCN(c2cc(C)nc3cc(-c4ccc(F)cc4)nn23)CC1
EOS1073,-8.689,Cn1cc(S(=O)(=O)N2CCC(C(=O)N3CCc4ccccc43)CC2)cc1C(=O)N1CCCC1
EOS1074,-8.047,CCOc1ccccc1CNC(=O)C1CCN(c2nn3c(=O)c4c(nc3s2)CCCC4)CC1
EOS1075,-7.405,CCCNC(=O)CC1CCN(C(=O)c2ccc3oc(C4CC4)nc3c2)CC1
EOS1099,-7.626,O=C(NCc1ccco1)Nc1ccc2c(c1)N(C(=O)c1ccccc1)CC2
EOS1100,-6.24,CCCNC(=O)NCCn1nnc2cc(S(=O)(=O)NC(C)C)ccc21
EOS1101,-7.849,CN(CCc1noc(-c2ccc(C(=O)N3CCCC3)cc2)n1)C(=O)Nc1cccc(F)c1
EOS1102,-7.701,Cc1ccc(N(C)C(=O)Cn2ccc3c(=O)n(C)c(=O)n(C)c32)cc1C
EOS1103,-7.231,O=C(NCc1ccc(S(=O)(=O)N2CCOCC2)s1)c1cccc(F)c1
EOS1104,-7.492,O=C(NC1CCCC1)c1nc(-c2ccc(N3CCOCC3)cc2)no1
EOS1105,-7.781,O=C(Nc1ccccc1)N1CCC(n2cnc3cc(Cl)ccc3c2=O)CC1
EOS1106,-7.169,COc1ccc(OC)c(S(=O)(=O)N2CCC(n3cnc4ccc(C)cc4c3=O)CC2)c1
EOS1107,-8.381,Cc1cc(F)cc2c(=O)c3c([nH]c12)CCN(CC(=O)Nc1ccc2c(c1)OCO2)C3
EOS1108,-7.576,CCc1ccc2[nH]c3c(c(=O)c2c1)CN(CC(=O)NCc1ccc(OC)cc1)CC3
EOS1109,-7.596,Cc1sc(S(=O)(=O)N2CCOCC2)cc1NC(=O)c1cc2ccccc2oc1=O
EOS1110,-8.061,CC1(C)CN(CC(=O)N2CCCC2)c2ccc(S(=O)(=O)Nc3ccc(S(N)(=O)=O)cc3)cc21
EOS1111,-7.722,CCc1nnc(-c2cccn2CC(=O)Nc2ccc(C)cc2)o1
EOS1112,-7.987,Cc1cccc(NS(=O)(=O)c2cc(-c3nc(C)c(C(=O)N4CCOCC4)s3)n(C)c2C)n1
EOS1113,-7.902,O=C(c1cn(-c2ccc(F)cc2)nn1)N1CCN(c2ccccc2)CC1
EOS1114,-6.621,COc1ccc(-n2cc(C(=O)N(C)Cc3ccccc3)nn2)cc1
EOS1115,-6.443,Cc1ccc(-n2cc(C(=O)NCCCOC(C)C)nn2)cc1C
EOS1116,-7.905,CS(=O)(=O)N1CCc2ccc(NC(=O)Nc3ccc(F)cc3F)cc21
EOS1117,-6.842,CCCn1c(CNS(=O)(=O)c2ccc(NC(C)=O)cc2)nc2cccnc21
EOS1118,-7.716,CCn1c(=O)n(CC(=O)N2CCN(C)CC2)c(=O)c2cnc(-c3ccc(Cl)cc3)nc21
EOS1119,-6.625,CCN(CC)CCNC(=O)CCC(=O)N1CCc2c(c(C(=O)N3CCCC3)nn2C)C1
EOS1120,-5.946,CCCCNC(=O)c1cc(S(=O)(=O)N(CC)CC)ccc1Cl
EOS1121,-7.054,CCOc1ccc(CNC(=O)CN2C(=O)CSc3sc(S(=O)(=O)N(C)C)cc32)cc1OC
EOS1122,-8.598,CC1Cc2ccccc2N1S(=O)(=O)c1ccc2c(c1)c(=O)n(CC(=O)N1CCCC1)c(=O)n2C
EOS1123,-7.619,Cc1cccc(NC(=O)Nc2nccn(-c3ccccc3)c2=O)c1
EOS1124,-7.215,COc1ccc(C(=O)Nc2nccn(-c3ccccc3OC)c2=O)cc1
EOS1125,-7.523,Cc1ccc(CNC(=O)C(C)C2CCN(S(=O)(=O)c3c(C)noc3C)CC2)cc1
EOS1126,-7.403,O=C(CC1CCN(S(=O)(=O)c2ccc(Cl)s2)CC1)N1CCN(c2ccc(F)cc2)CC1
EOS1127,-6.655,CC(C(=O)NCCCN1CCOCC1)C1CCN(S(=O)(=O)c2ccc(Cl)s2)CC1
EOS1128,-7.232,COCCCNC(=O)N1CCN(Cc2nc3cccnc3n2-c2cccc(C)c2)CC1
EOS1129,-8.826,O=C(Cn1nc(C(=O)N2CCc3ccccc32)ccc1=O)N1CCCc2ccccc21
EOS1130,-7.641,CC(=O)Nc1ccc(NC(=O)CCS(=O)(=O)c2ccc3c(c2)NC(=O)CC(C)S3)cc1
EOS1131,-7.828,COc1ccc(-c2cn3c(CC(=O)N4CCN(c5ccccn5)CC4)csc3n2)cc1OC
EOS1132,-6.449,CCc1ccc(S(=O)(=O)N2CSC[C@@H]2C(=O)NCCc2csc(C)n2)cc1
EOS1133,-7.693,COc1ccc(NC(=O)NCCn2cnc3cc(C(=O)N4CCCCC4)ccc32)cc1OC
EOS1134,-7.816,CC(C)n1c(=O)oc2cc(S(=O)(=O)N3CCC(CC(=O)N4CCOCC4)CC3)ccc21
EOS1135,-7.791,CC(=O)c1ccc(NC(=O)c2ccc(-n3nc(N4CCCC4)ccc3=O)cc2)cc1
EOS1136,-8.236,CC(=O)Nc1ccc(Oc2nc3ccccc3n3c(C)nnc23)cc1
EOS1137,-7.034,CN(C)c1ccc(C(=O)NCC(=O)N2CCCc3ccccc32)cc1
EOS1138,-6.892,CC(=O)Nc1cn(-c2ccc(C(=O)Nc3ccccc3)cc2)cn1
EOS1139,-7.608,N#Cc1ccc(NS(=O)(=O)c2cc(-c3noc(C(=O)N4CCOCC4)n3)cs2)cc1
EOS1140,-8.272,CCCN1C(=O)COc2ccc(-c3noc(C4CC(=O)N(c5ccccc5)C4)n3)cc21
EOS1141,-7.686,CCOCC(=O)N1CCc2c(c(-c3nc(-c4ccc(F)cc4)no3)nn2C)C1
EOS1142,-8.261,COc1ccc(NC(=O)c2ccc3nn(CC(=O)Nc4ccccc4OC)c(=O)n3c2)cc1
EOS1143,-8.314,Cc1ccc(CNC(=O)c2ccc3nn(CC(=O)N(C)c4ccccc4)c(=O)n3c2)cc1
EOS1144,-7.678,CCCn1c(=O)c2sc(N3CCCC3)nc2n(CC(=O)Nc2ccccc2OC)c1=O
EOS1145,-8.109,CNC(=O)C1CCN(c2nc3ncn(CC(=O)Nc4ccc(C)cc4F)c(=O)c3s2)CC1
EOS1146,-7.976,COc1cccc(NC(=O)Cn2c(=O)c(CCC(=O)NC3CC3)nc3ccccc32)c1
EOS1147,-7.193,Cc1cccc(NC(=O)COc2cc(C)nc(N3CCCC3)n2)c1
EOS1148,-6.266,COCCCN1CCc2nc(SCc3ccc(Cl)cc3)[nH]c(=O)c2C1
EOS1180,-7.116,Cc1ccc(NC(=O)Cn2ccc3sccc3c2=O)c(C)c1
EOS1181,-8.268,CC(=O)c1ccc(N2CCN(C(=O)Cn3ccc4c(c(C)nn4-c4ccccc4)c3=O)CC2)cc1
EOS1182,-6.643,COc1ccc(OC)c(S(=O)(=O)Nc2ccc3nc(S(C)(=O)=O)sc3c2)c1
EOS1183,-6.364,COCC(=O)Nc1ccc2c(c1)CCC(=O)N2CC(C)C
EOS1184,-7.102,COCCN1C(=O)CCc2cc(NS(=O)(=O)c3ccc(C)c(F)c3)ccc21
EOS1185,-6.56,CC(C)NS(=O)(=O)c1cc(-c2ccc(=O)[nH]n2)cs1
EOS1186,-7.884,Cn1nc(-c2csc(S(=O)(=O)N3CCc4ccccc4C3)c2)ccc1=O
EOS1187,-7.066,CCn1nc(-c2csc(S(=O)(=O)NCc3cc(OC)cc(OC)c3)c2)ccc1=O
EOS1188,-7.249,CC(=O)c1ccc(NC(=O)CCSc2nc3c(=O)n(C)c(=O)n(C)c3n2C)cc1
EOS1189,-7.414,COc1cccc(Cn2nc3c(S(=O)(=O)N4CCCCC4)cccn3c2=O)c1
EOS1190,-8.718,O=C(C1CCN(c2ncccc2-c2nc(-c3cccc(F)c3)no2)CC1)N1CCOCC1
EOS433,-6.847,COc1ccc(-c2cc(C(=O)Nc3cc(OC)c(OC)c(OC)c3)no2)cc1OC
EOS434,-7.906,Cc1c(NC(=O)c2cc(-c3ccc4c(c3)OCO4)on2)c(=O)n(-c2ccccc2)n1C
EOS435,-6.012,CCN(CC)CCCNC(=O)c1cc(-c2cccc(Cl)c2)on1
EOS436,-6.795,N#Cc1ccc(NC(=O)c2cc(-c3ccco3)on2)cc1
EOS437,-6.155,CSc1ccccc1NC(=O)c1cc(C)on1
EOS438,-6.693,CC(C)Cc1cc(C(=O)Nc2cccc(O)c2)no1
EOS439,-7.735,CN(C(=O)Cn1c(=O)n(CCCC(=O)NCc2ccc3c(c2)OCO3)c(=O)c2sccc21)c1ccccc1
EOS440,-7.607,CC(=O)Nc1ccc2nc3c(=O)n(C)c(=O)n(C)c3nc2c1
EOS441,-6.689,COc1ccc(OC)c(NC(=O)CSC2=NN3CCCC(=O)N=C3S2)c1
EOS442,-7.923,COc1ccc(N(C)C(=O)C2CCN(S(=O)(=O)c3cc4c(cc3Br)CCN4C(C)=O)CC2)cc1
EOS443,-8.355,COc1ccc(N(C)C(=O)Cn2cc(S(=O)(=O)N3CCN(c4ccccc4F)CC3)c3ccccc3c2=O)c(OC)c1
EOS444,-6.348,COc1cc2c(c(OC)c1OC)C(c1ccccc1F)CC(=O)N2
EOS445,-5.925,COc1cccc(C2CC(=O)NC3=C2C(=O)CC(C)(C)C3)c1OC(C)C
EOS446,-6.874,CCCOc1ccc(C2CC(=O)NC3=C2C(=O)CCC3)cc1OC
EOS447,-7.457,CC1Cc2nc(SCC(=O)N3CCOCC3)n(-c3ccccc3)c(=O)c2S1
EOS468,-7.003,CC(CCc1ccccc1)NC(=O)CCNS(=O)(=O)c1ccc2c(c1)CCC(=O)N2
EOS469,-7.16,CCOc1ccc([C@H]2N(c3ccc(OC)cc3)C(=O)[C@@H]3CCCN32)cc1OC
EOS470,-7.105,CN(CC(=O)NCCN1CCN(Cc2ccccc2)CC1)S(=O)(=O)c1cccc2nsnc12
EOS471,-7.298,CCc1ccccc1NS(=O)(=O)c1ccc2c(c1)CC(=O)N2
EOS472,-7.411,COc1ccc(N(CC(=O)N2CCN(C(=O)c3ccco3)CC2)S(=O)(=O)c2c(C)nn(C)c2C)cc1
EOS473,-6.685,COc1ccc(N(CC(=O)Nc2cc(OC)ccc2OC)S(=O)(=O)c2c(C)noc2C)cc1
EOS474,-7.954,CC(C)N(CCNC(=O)c1cn(C)c2ccc(S(=O)(=O)N3CCOCC3)cc2c1=O)Cc1ccccc1
EOS475,-8.099,CN(C1CCCCC1)S(=O)(=O)c1ccc2c(c1)c(=O)c(C(=O)N1CCN(c3ccccn3)CC1)cn2C
EOS476,-6.977,CCn1cc(C(=O)NC2CCCCCC2)c(=O)c2cc(S(=O)(=O)N(C)C)ccc21
EOS477,-8.291,CCn1cc(C(=O)N2CCN(c3cccc(C)c3)C(C)C2)c(=O)c2cc(S(=O)(=O)N3CCOCC3)ccc21
EOS478,-8.068,Cc1ccccc1S(=O)(=O)Cc1ccc(C(=O)N2CCN(c3ccccn3)CC2)o1
EOS479,-6.309,COCCNC(=O)CS(=O)Cc1nc(-c2cccc(C)c2)oc1C
EOS480,-6.712,Cc1ccc(-c2nc(CS(=O)(=O)CC(=O)NCCC(C)C)c(C)o2)cc1
EOS481,-6.751,CCOc1ccc(CCNC(=O)CN2C(=O)COc3ccc(S(=O)(=O)N(CC)CC)cc32)cc1
EOS598,-8.186,CCOc1ccc(N(C(=O)c2ccncc2)S(=O)(=O)c2ccc3c(c2)n(C)c(=O)n3C)cc1
EOS599,-7.83,COc1ccccc1C(=O)N(Cc1ccco1)S(=O)(=O)c1ccc2c(c1)n(C)c(=O)n2C
EOS600,-7.485,CC(C)CC(=O)N(Cc1ccccc1)S(=O)(=O)c1ccc2c(c1)oc(=O)n2C
EOS601,-7.153,Cc1ccc(-c2nc3nc(C)cc(NCCO)n3n2)cc1
EOS602,-7.931,Cc1cccc(-c2noc(C(C)NC(=O)c3ccncc3)n2)c1
EOS603,-7.266,Cc1ccccc1-c1noc(CNS(=O)(=O)c2ccccc2)n1
EOS604,-6.806,CCC(C)NC(=O)c1ccc2c(c1)CCN2S(=O)(=O)c1ccccc1
EOS605,-7.916,CS(=O)(=O)N1CCCc2cc(C(=O)N3CCN(c4ccccc4)CC3)ccc21
EOS606,-7.884,O=C(CN1C(=O)c2ccccc2S1(=O)=O)Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1
EOS607,-5.854,CN(C)CCNC(=O)c1c(-c2ccccc2)c(-c2ccccc2)nn(C)c1=O
EOS608,-6.724,Cc1ccc(-c2nsc(NC(=O)c3ccco3)n2)cc1
EOS609,-6.326,CCCCC(=O)Nc1nonc1-c1ccc(OC(C)C)cc1
EOS610,-7.468,CCSc1nc(=O)c2c(n1C)NC(=O)CC2c1ccc(OC(C)C)cc1
EOS611,-6.164,COCCNCc1ccc2c(c1)n(C)c(=O)n2C.Cl
EOS612,-6.749,CC(=O)N(C)Cc1nc2ccccc2n1CC(=O)N(c1ccccc1)C(C)C
EOS613,-6.512,CSc1nc(C)cc(Nc2ccc(S(N)(=O)=O)cc2)n1
EOS614,-8.444,CC(=O)Nc1nonc1-c1nnc(SCC(=O)Nc2ccc(Cl)cc2)n1C
EOS615,-5.857,CCOc1ccc2c(c1)cc(C(=O)NC(C)C)n2C
EOS616,-7.1,CC(=O)Nc1nnc(C2CC(=O)N(c3ccc(C)c(Cl)c3)C2)s1
EOS617,-9.345,O=C1CC(C(=O)N2CCN(c3ccccc3)CC2)CN1CCc1c[nH]c2ccc(F)cc12
EOS618,-7.136,CCn1c(CN2CCN(S(C)(=O)=O)CC2)nc2cc(NC(=O)CC(C)C)ccc21
EOS619,-7.015,Cn1c(CN2CCOCC2)nc2cc(NC(=O)C3CCCCC3)ccc21
EOS620,-7.299,CCN(CC)S(=O)(=O)c1cc(-c2n[nH]c(=O)c3c2CCCC3)ccc1C
EOS621,-7.373,CC12CN(C(=O)c3ccco3)CC(C)(CN(C(=O)c3ccco3)C1)C2=O
EOS622,-5.658,Cc1nnc(NC(=O)c2snnc2C)s1
EOS623,-7.31,COc1ccc(-c2noc(CCCC(=O)Nc3ccc(O)cc3)n2)cc1OC
EOS624,-6.544,COc1cc(C(=O)Nc2nc(-c3cccs3)ns2)cc(OC)c1OC
EOS625,-6.553,Cc1cccc2c1NC(=O)C2Cc1ccco1
